Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Catarina,Hermansson,Kyrkotorget 80,Karlstad,29055,Sverige,SE,19501129-4100,+46,0740-45 18 23,1950-11-29,True
Christina,Pettersson,Storgatan 14,Norrköping,91520,Sverige,SE,19690621-2043,+46,0997-86 54 61,1969-06-21,True
Christian,Edvardsen,Paulsenengen 3B,Ali,6627,Norge,NO,19720601-6059,47,48928130,1972-06-01,True
Ian,Jones,Smith Curve 8339,Lake David,45255,Danmark,DK,19480729-0396,+45,+1-450-597-8107x3967,1948-07-29,True
Anthony,Murray,Benjamin Squares 64804,North Julie,32581,Danmark,DK,19530904-9986,+45,738-586-1230x274,1953-09-04,True
Tonya,Rojas,Jeffery Squares 642,Bradleyland,68683,Danmark,DK,19670827-3756,+45,391-853-5784x332,1967-08-27,True
Lennart,Skoog,Fabriksvägen 580,Falun,66391,Sverige,SE,19760804-8098,+46,0325-434 97,1976-08-04,True
Leo,Eklöf,Ektorget 822,Karlstad,15727,Sverige,SE,19620204-1573,+46,+46 (0)085 519 84,1962-02-04,True
Inger,Dahl,Jensenrøa 4,Toreås,9385,Norge,NO,19490630-8826,+47,46635158,1949-06-30,True
Laila,Hanssen,Bakkenstykket 7,Joakimfoss,6452,Norge,NO,19781106-3626,+47,+4789189917,1978-11-06,True
Elin,Ljunggren,Ängstorget 02,Västerås,95235,Sverige,SE,19660919-1872,+46,08-987 031 05,1966-09-19,True
Sander,Brekke,Johannessengata 22,Jacobsen,8244,Norge,NO,19540513-5894,+47,19 31 87 12,1954-05-13,True
Oscar,Fredriksson,Backstigen 87,Uddevalla,44859,Sverige,SE,19970223-1960,+46,08-456 27 40,1997-02-23,True
Tommy,Solberg,Abrahamsenlia 04,Moe,7420,Norge,NO,19441008-8134,+47,26 88 60 28,1944-10-08,True
Vidar,Birkeland,Aunelia 80,Erlingås,2703,Norge,NO,19420303-2186,+47,68149254,1942-03-03,True
Hanna,Olsson,Trädgårdsgatan 7,Luleå,59428,Sverige,SE,19471030-8370,+46,098-830 03 52,1947-10-30,True
Malin,Danielsson,Gengatan 24,Borås,77256,Sverige,SE,19760202-0213,+46,08-82 75 73,1976-02-02,True
Emilie,Hagen,Edvardsenkroken 77,Terjeodden,2795,Norge,NO,19820303-6653,+47,+47 65 30 43 85,1982-03-03,True
Cathrine,Johansen,Pedersenrøa 488,Rønning,0918,Norge,NO,19750312-7118,+47,13 06 74 11,1975-03-12,True
Sissel,Tangen,Bergeskrenten 740,Steinareid,9494,Norge,NO,19861124-2927,+47,+4775763955,1986-11-24,True
Christoffer,Åberg,Storstigen 3,Halmstad,92754,Sverige,SE,19920219-5169,+46,+46 (0)8 197 518 34,1992-02-19,True
Finn,Kristensen,Thorsengjerdet 2,Halvorsen,5502,Norge,NO,19810210-4248,+47,42881292,1981-02-10,True
Maja,Bengtsson,Gengatan 1,Sandviken,49667,Sverige,SE,19410302-4387,+46,+46 (0)275 504 66,1941-03-02,True
Olof,Karlsson,Björkvägen 791,Trelleborg,30308,Sverige,SE,19931127-5361,+46,012-61 06 46,1993-11-27,True
Ashley,Stevens,David Crossing 2034,Lake Jennifermouth,56290,Danmark,DK,19620213-1284,+45,531-536-7634,1962-02-13,True
Leslie,Day,Mackenzie Mission 22662,Stephenchester,98436,Danmark,DK,19810319-3398,+45,(729)960-2329x584,1981-03-19,True
Ulrika,Ahlqvist,Industrigatan 86,Karlskrona,32264,Sverige,SE,19870518-1563,+46,0666-039 14,1987-05-18,True
Eva,Thorén,Järnvägstorget 62,Motala,68312,Sverige,SE,19710804-5506,+46,+46 (0)66 00 14 18,1971-08-04,True
Kristina,Halvarsson,Järnvägstorget 3,Västerås,72317,Sverige,SE,19420807-9832,+46,097-458 84 59,1942-08-07,True
David,Allen,Debbie Course 46893,Robinsonhaven,89154,Danmark,DK,19561114-8759,+45,6818053897,1956-11-14,True
Frank,Ahmed,Edvardsenåsen 3,Olastrand,3165,Norge,NO,19640927-5096,+47,416 46 301,1964-09-27,True
Kathryn,Olsen,Ronald Groves 25297,North Nicole,07552,Danmark,DK,19420725-1034,+45,+1-213-963-2054,1942-07-25,True
Solveig,Bakke,Edvardsensvingen 7,Elisebø,3573,Norge,NO,19741229-9868,+47,48906122,1974-12-29,True
Lisbeth,Hussein,Backgatan 00,Sundsvall,42252,Sverige,SE,19731206-9630,+46,08-168 783 32,1973-12-06,True
Emily,Taylor,Brenda Dam 2717,South Michael,55447,Danmark,DK,19520728-9668,+45,(732)843-7940,1952-07-28,True
Kristin,Jacobsen,Kristensenfaret 9,Martinsen,7681,Norge,NO,19580116-5298,+47,+4790117386,1958-01-16,True
Kristoffer,Henriksen,Jakobsenkollen 253,Frankfjell,4600,Norge,NO,19510209-7932,+47,53693314,1951-02-09,True
John,Steele,Kimberly Tunnel 93454,West Jacob,24380,Danmark,DK,19820920-2279,+45,(466)401-1184x769,1982-09-20,True
Mikael,Malm,Trädgårdsstigen 78,Borås,18994,Sverige,SE,19510906-9680,+46,0234-215 74,1951-09-06,True
Amy,Sanchez,Sarah Crescent 3673,West Erik,32037,Danmark,DK,19721221-9528,+45,725.898.5276x12204,1972-12-21,True
Hjalmar,Edström,Kvarntorget 329,Sandviken,32443,Sverige,SE,19841019-9040,+46,088-300 80 35,1984-10-19,True
Emelie,Östlund,Industrivägen 339,Motala,22355,Sverige,SE,19620301-7651,+46,064-21 05 38,1962-03-01,True
Sofie,Ahmed,Nielsenmarka 35C,Jacobsen,3539,Norge,NO,19450605-9105,+47,42757911,1945-06-05,True
Janice,Green,Robert Crest 1292,West Christinefurt,79298,Danmark,DK,19720818-2416,+45,838.827.3505x792,1972-08-18,True
Pierre,Johansson,Nygatan 702,Göteborg,90764,Sverige,SE,19680914-8523,+46,+46 (0)8 055 139 49,1968-09-14,True
Michael,Roos,Åkergränd 31,Landskrona,56664,Sverige,SE,19820403-0112,+46,+46 (0)8 401 789 28,1982-04-03,True
Anna,Aasen,Pedersenhavna 33C,Andreassen,6913,Norge,NO,19850201-5672,+47,45872292,1985-02-01,True
Cathrine,Henriksen,Kristoffersenstykket 78,Eide,4479,Norge,NO,19790703-9465,+47,52795723,1979-07-03,True
Antero,Heikkinen,Jätkäsaarenpolku 247,Lapua,56087,Finland,FI,19790813-3347,+358,030 324 0703,1979-08-13,True
Anna,Svensson,Parkstigen 42,Mölndal,31556,Sverige,SE,19620219-9684,+46,+46 (0)280 141 70,1962-02-19,True
Karoliina,Raatikainen,Salavatie 9,Miehikkälä,64240,Finland,FI,19820326-190X,+358,011 927 5748,1982-03-26,True
Christopher,Lewis,Rachel Haven 8220,Jasonview,48233,Danmark,DK,19511229-7361,+45,001-932-746-9955,1951-12-29,True
Kaj,Haraldsson,Fabriksgränd 60,Trollhättan,30578,Sverige,SE,19740829-1808,+46,+46 (0)886 846 09,1974-08-29,True
Silje,Haug,Berntsenspranget 1,Christensen,3307,Norge,NO,19700622-6562,+47,+47 75 67 53 87,1970-06-22,True
Liisa,Pirinen,Ilkankatu 168,Kangasala,85020,Finland,FI,19510213-847U,+358,0984213999,1951-02-13,True
Amanda,Stephens,Gonzales Mountains 07927,Alvarezview,82447,Danmark,DK,19630307-0697,+45,723.301.1567x03443,1963-03-07,True
Ester,Sjögren,Gengatan 61,Örebro,25748,Sverige,SE,19861019-2931,+46,054-00 26 81,1986-10-19,True
Thor,Antonsen,Jensenstubben 59,Aasen,6882,Norge,NO,19500714-2293,+47,480 05 381,1950-07-14,True
Geir,Holm,Ruudplassen 52,Mortenvik,0539,Norge,NO,19511005-2083,+47,+47 13 74 44 89,1951-10-05,True
Julian,Andersson,Skolgatan 0,Nyköping,71232,Sverige,SE,19721105-0726,+46,+46 (0)8 742 995 15,1972-11-05,True
Helena,Rajala,Chydeniuksentie 18,Luumäki,77983,Finland,FI,19440222-210E,+358,+358 38 7674559,1944-02-22,True
Tonje,Sørensen,Sætherplassen 4D,Aas,4442,Norge,NO,20000515-8050,+47,+47 41 05 05 91,2000-05-15,True
Oscar,Öberg,Parkgatan 607,Kalmar,81420,Sverige,SE,19810717-0585,+46,08-91 84 72,1981-07-17,True
Emanuel,Karlsson,Parkvägen 60,Halmstad,31618,Sverige,SE,19690422-1068,+46,08-048 128 17,1969-04-22,True
Jeanette,Åström,Järnvägsstigen 552,Piteå,76068,Sverige,SE,19890401-5831,+46,+46 (0)835 693 16,1989-04-01,True
Leslie,Miller,Torres Points 9628,Patelland,85240,Danmark,DK,19600304-0821,+45,4867159027,1960-03-04,True
Patrik,Svärd,Ängsgatan 0,Kalmar,20444,Sverige,SE,19940912-4293,+46,0769-563 37,1994-09-12,True
Richard,Warren,Beth Path 286,Lake Johnton,72066,Danmark,DK,19800205-6697,+45,890-939-6708x5664,1980-02-05,True
Tuulikki,Häkkinen,Chydeniuksentie 126,Paimio,80285,Finland,FI,19791019-299F,+358,007 101 3216,1979-10-19,True
Theresa,Lee,Sweeney Forges 71097,Chadtown,88793,Danmark,DK,19630529-6125,+45,388.655.9290x34028,1963-05-29,True
Petra,Parkkinen,Bergankatu 231,Savukoski,77651,Finland,FI,19630110-759C,+358,008 191 3949,1963-01-10,True
Niclas,Johansson,Skolvägen 211,Västerås,93152,Sverige,SE,19760111-1216,+46,08-673 51 19,1976-01-11,True
Jens,Aas,Nygårdlyngen 22,Martinsen,1504,Norge,NO,19571011-0198,+47,422 54 631,1957-10-11,True
Olov,Fredriksson,Genvägen 386,Piteå,95968,Sverige,SE,19590130-1654,+46,097-09 71 01,1959-01-30,True
Torill,Birkeland,Nielsenmyra 3,Arildøy,3900,Norge,NO,19621111-0015,+47,17230929,1962-11-11,True
Hannah,Logan,Jackson Valleys 011,East Tonyachester,60266,Danmark,DK,19900712-3090,+45,494-455-9617,1990-07-12,True
Mikael,Johansson,Parkgränd 8,Alingsås,97426,Sverige,SE,20001010-7057,+46,097-81 93 81,2000-10-10,True
Tindra,Aronsson,Idrottsgatan 237,Umeå,56969,Sverige,SE,19500207-4100,+46,08-371 911 66,1950-02-07,True
Aada,Aaltonen,Uussillankuja 835,Harjavalta,26073,Finland,FI,19400607-3130,+358,+358 465398962,1940-06-07,True
Madison,Johnson,Manuel Coves 671,West Matthew,40077,Danmark,DK,19871130-7824,+45,(284)207-9277,1987-11-30,True
Erling,Kristiansen,Moeholtet 495,Liseeid,7162,Norge,NO,19760708-3452,+47,90329336,1976-07-08,True
Travis,Davis,Marquez View 32722,South Claytonfort,02700,Danmark,DK,19820309-2895,+45,336-583-8976,1982-03-09,True
Jan,Palm,Industritorget 888,Mölndal,91902,Sverige,SE,19730628-4603,+46,+46 (0)35 91 25 50,1973-06-28,True
Vegard,Edvardsen,Nygårdtoppen 81A,Håvardhamn,0892,Norge,NO,19471020-1024,+47,945 70 815,1947-10-20,True
Teresa,Gonzalez,Judith Trafficway 1257,East Robert,65345,Danmark,DK,19421130-7883,+45,545.882.9056x733,1942-11-30,True
Elisabet,Nilsson,Industrivägen 5,Linköping,81797,Sverige,SE,19790208-4921,+46,08-251 430 35,1979-02-08,True
Roosa,Viitanen,Freesenkuja 370,Kokemäki,29707,Finland,FI,19571015-1669,+358,+358056804523,1957-10-15,True
Diana,Cummings,Carl Rest 37521,West Nancy,76231,Danmark,DK,19960506-9383,+45,(808)506-9556x4544,1996-05-06,True
Johan,Johnsen,Kristoffersenflata 36,Magnusvær,1544,Norge,NO,19890621-5108,+47,96527313,1989-06-21,True
Reginald,Barker,Colleen Loop 49478,Lake Melanieview,11589,Danmark,DK,19840804-4521,+45,387.566.9119x37609,1984-08-04,True
Sander,Ellingsen,Lundeholtet 53,Reidunodden,3874,Norge,NO,19871101-8637,+47,+4728758096,1987-11-01,True
Kent,Johansson,Ekgatan 93,Malmö,41538,Sverige,SE,19410902-9643,+46,08-892 16 61,1941-09-02,True
Nils,Ahmed,Storvägen 27,Örebro,97979,Sverige,SE,19450529-2646,+46,0452-364 86,1945-05-29,True
Johanna,Sjölin,Järnvägsgatan 149,Jönköping,26223,Sverige,SE,19740617-8323,+46,+46 (0)39 69 43 90,1974-06-17,True
Terje,Helland,Nygårdekra 3,Joneid,2890,Norge,NO,19610418-7716,+47,93439042,1961-04-18,True
Åke,Nilsson,Backgatan 3,Linköping,46992,Sverige,SE,19980527-1231,+46,039-03 91 81,1998-05-27,True
Martine,Kristoffersen,Lienroa 16,Tangen,4748,Norge,NO,19860810-4391,+47,+4735147717,1986-08-10,True
Tone,Bøe,Jenssenrøa 42A,Annahamn,4745,Norge,NO,19870416-7744,+47,99107913,1987-04-16,True
Linda,Persson,Skoltorget 375,Karlstad,73577,Sverige,SE,19430727-5069,+46,08-812 000 89,1943-07-27,True
Göran,Johansson,Ringtorget 63,Motala,83330,Sverige,SE,19891116-2147,+46,+46 (0)942 726 11,1989-11-16,True
Juhani,Mustonen,Laurinniitynpolku 10,Somero,59479,Finland,FI,19990510-315X,+358,048 417 7466,1999-05-10,True
Ingrid,Solheim,Jakobsenringen 05,Sirigrunn,3888,Norge,NO,19550813-4299,+47,+4760777894,1955-08-13,True
Mary,Davis,Austin Ferry 0416,Danielmouth,16641,Danmark,DK,19471225-7359,+45,441-826-3982,1947-12-25,True
Tapani,Pohjola,Werner Wirénin tie 05,Liperi,60172,Finland,FI,19590810-1278,+358,(+358) 254166439,1959-08-10,True
Mari,Eriksen,Rasmussenkollen 2,Jensen,7343,Norge,NO,19730305-5167,+47,83 48 69 28,1973-03-05,True
Tom,Johansson,Trädgårdstorget 388,Skellefteå,87351,Sverige,SE,19660421-5638,+46,08-844 12 89,1966-04-21,True
Elisabet,Karlsson,Furugatan 47,Alingsås,43802,Sverige,SE,19660430-3405,+46,08-08 70 51,1966-04-30,True
Ebba,Eklund,Skogsstigen 078,Uddevalla,80286,Sverige,SE,19870818-6332,+46,+46 (0)68 07 35 30,1987-08-18,True
Christian,Berglund,Furustigen 7,Lidingö,91948,Sverige,SE,19890103-7238,+46,+46 (0)8 635 755 92,1989-01-03,True
Maria,Johansson,Genstigen 445,Norrköping,76668,Sverige,SE,19640120-2901,+46,08-463 540 11,1964-01-20,True
James,Miller,Bowman Fall 150,Glennbury,87831,Danmark,DK,19870322-5712,+45,(481)808-8144,1987-03-22,True
Mahmoud,Lundgren,Grangränd 84,Trollhättan,40177,Sverige,SE,19990830-3955,+46,+46 (0)14 09 55 58,1999-08-30,False
Johannes,Söderlund,Skolvägen 434,Trollhättan,77593,Norge,SE,19471008-9399,+46,+46 (0)8 084 572 34,1947-10-08,True
Jan,Hellström,Villastigen 19,Växjö,83759,Sverige,SE,19540924-0402,+46,+46 (0)8 573 546 86,1954-09-24,True
Erik,Ekman,Bäckgatan 27,Linköping,99582,Sverige,SE,19920611-6134,+46,091-56 69 88,1992-06-11,True
Aud,Jenssen,Hagenhaugen 9,Andreassen,2237,Norge,NO,19830826-7529,+47,85 77 43 90,1983-08-26,True
Alexandra,Gustavsson,Parkgatan 6,Sandviken,39476,Sverige,SE,19630116-4892,+46,08-663 676 13,1963-01-16,True
Lars,Eriksson,Ekvägen 394,Lidköping,90437,Sverige,SE,20000401-8113,+46,+46 (0)342 172 92,2000-04-01,True
Simen,Bakke,Andresenberget 79F,Einarsjøen,2497,Norge,NO,19450221-4857,+47,63 68 90 34,1945-02-21,True
Lena,Ottosson,Bäckvägen 36,Sandviken,90793,Sverige,SE,19611130-7605,+46,084-92 58 57,1961-11-30,True
Kenneth,Jørgensen,Jakobsenspranget 004,Arnesen,3221,Norge,NO,19801219-9209,+47,+4718892350,1980-12-19,True
Martine,Bøe,Hellandlia 11,Moe,8787,Norge,NO,19560214-1138,+47,96437675,1956-02-14,True
Alexander,Gundersen,Jørgensenbakken 62,Sisselhamn,4666,Norge,NO,19820223-3696,+47,12 06 11 42,1982-02-23,True
Lily,Larsson,Nytorget 7,Lund,23280,Sverige,SE,19580303-7357,+46,+46 (0)409 824 00,1958-03-03,True
Veikko,Järvi,Versopolku 8,Eurajoki,02367,Finland,FI,19751225-3787,+358,097 698 4344,1975-12-25,True
Asbjørn,Myhre,Aasrøa 108,Gunnarfjord,5315,Norge,NO,19450425-9252,+47,429 43 614,1945-04-25,True
Lars,Larsson,Ekgränd 58,Göteborg,60671,Sverige,SE,19440229-0690,+46,0666-720 88,1944-02-29,True
Karin,Martinsen,Fredriksenspranget 6,Roysund,3292,Norge,NO,19470828-4339,+45,+47 04 02 17 18,1947-08-28,True
Karin,Nielsen,Sæthertoppen 4,Mariannegrunn,6864,Norge,NO,19560303-5354,+47,+47 61 73 60 92,1956-03-03,True
Michael,Cordova,Harrison Point 43083,Hoton,24323,Danmark,DK,19890628-1229,+45,+1-250-843-2885,1989-06-28,True
Martin,Haug,Arnesentjernet 75B,Halvorsen,8235,Norge,NO,19770204-6967,+47,98830291,1977-02-04,True
Liv,Johansen,Kristoffersenkroken 364,Martehamn,1835,Norge,NO,19580630-7662,+47,67693012,1958-06-30,True
Bengt,Larsson,Järnvägsvägen 01,Borås,13345,Sverige,SE,19990426-0813,+46,+46 (0)8 130 545 23,1999-04-26,True
Per,Hallberg,Aspvägen 126,Eskilstuna,54995,Sverige,SE,19701025-9311,+46,+46 (0)90 23 57 43,1970-10-25,True
Lilian,Roos,Skolvägen 98,Örebro,66671,Sverige,SE,19880616-9873,+46,0080-514 18,1988-06-16,True
Agne,Strid,Järnvägstorget 293,Lidingö,80018,Sverige,SE,19860911-9711,+46,+46 (0)03 07 95 68,1986-09-11,True
Jennifer,Martinez,Henderson Wall 274,South Natasha,22375,Danmark,DK,19591103-6570,+45,304.788.1557,1959-11-03,True
Elizabeth,Williams,Ruiz Ridge 751,Edwardport,82030,Danmark,DK,19560529-0516,+45,+1-926-821-9948x2941,1956-05-29,True
Mathias,Nygren,Furuvägen 71,Karlskoga,37994,Sverige,SE,19411128-0695,+46,08-72 01 34,1941-11-28,True
Trond,Thomassen,Henriksenmyra 8,Nygård,7400,Norge,NO,19450707-3449,+47,951 79 653,1945-07-07,True
